isbn,title,writer,publisher,avg_score
9780812505771,The Last Book of Swords: Shieldbreaker's Story (Lost Swords  #8),Fred Saberhagen,Tor Fantasy,3.88
9780812590463,Ariadne's Web (Book of the Gods  #2),Fred Saberhagen,Tor Fantasy,3.67
9780812566802,The Arms of Hercules (Book of the Gods  #3),Fred Saberhagen,Tor Books,3.7
9780812553291,Berserker: Blue Death (Berserker  #8),Fred Saberhagen,Tor Books,3.71
9780061120251,Daughter of Fortune,Isabel Allende/Margaret Sayers Peden,Harper Perennial,3.91
9780060545642,My Invented Country: A Nostalgic Journey Through Chile,Isabel Allende,Harper,3.85
9780060930172,Aphrodite: A Memoir of the Senses,Isabel Allende/Robert Shekter/Panchita Llona,Harper Perennial,3.64
9780553383836,Of Love and Shadows,Isabel Allende/Margaret Sayers Peden,Dial Press Trade Paperback,3.97
9781416509349,Strange Relations,Philip José Farmer,Baen Books,3.71
9780553273465,The Black Tower (Philip José Farmer's The Dungeon  #1),Richard A. Lupoff/Bruce Coville/Philip José Farmer/Charles de Lint/Robin Wayne Bailey/Robert Gould,Spectra Books,3.29
9780441140015,Dayworld (Dayworld #1),Philip José Farmer,Ace Books,3.64
9780743458535,The Dungeon 2 (Philip José Farmer's The Dungeon  Omnibus Volume 2: Valley of Thunder/Lake of Fire),Charles de Lint/Robin Wayne Bailey/Philip José Farmer,iBooks,3.5
9780395606483,Pictures by J.R.R. Tolkien,J.R.R. Tolkien/Christopher Tolkien,Houghton Mifflin,4.47
9780801030147,The J.R.R. Tolkien Handbook: A Comprehensive Guide to His Life  Writings  and World of Middle-Earth,Colin Duriez/Brian Sibley,Baker Books,3.72
9780141303352,Mr. Majeika and the School Trip,Humphrey Carpenter,Puffin,3.85
9780060924980,The Infinite Plan,Isabel Allende,Harper Perennial,3.72
9780061161575,Ines of My Soul,Isabel Allende/Margaret Sayers Peden,Harper,3.93
9780140290110,Selected Non-Fictions,Jorge Luis Borges/Suzanne Jill Levine/Esther Allen/Eliot Weinberger,Penguin Books,4.43
9780143039938,The Book of Imaginary Beings,Jorge Luis Borges/Margarita Guerrero/Peter Sís/Andrew Hurley,Penguin Books,4.09
9781853995903,Ficciones,Jorge Luis Borges/Gordon Botherston/Peter Hulme,BCP/Duckworth Publishing,4.45
9780674008205,This Craft of Verse,Jorge Luis Borges/Călin-Andrei Mihăilescu,Harvard University Press,4.32
9781580420815,Doyle Brunson's Super System,Doyle Brunson/Mike Caro/David  Reese/Joey Hawthorne/David Sklansky/Bobby Baldwin,Cardoza,3.94
9780471292456,Color Drawing: Design Drawing Skills and Techniques for Architects  Landscape Architects  and Interior Designers,Michael E. Doyle,Wiley,4.26
9780870710933,The Grail: A Year Ambling & Shambling Through an Oregon Vineyard in Pursuit of the Best Pinot Noir Wine in the Whole Wild World,Brian  Doyle/Mary Miller Doyle,Oregon State University Press,4.01
9780803266551,The Coming of the Fairies,Arthur Conan Doyle/John M. Lynch,Bison Books,3.39
9781595821065,Vampire Hunter D Volume 06: Pilgrimage of the Sacred and the Profane,Hideyuki Kikuchi/Yoshitaka Amano,Digital Manga Publishing / Dark Horse,4.1
9781595820945,Vampire Hunter D Volume 05: The Stuff of Dreams,Hideyuki Kikuchi/Yoshitaka Amano,Digital Manga Publishing / Dark Horse,3.99
9781595820310,Demon Deathchase (Vampire Hunter D  #3),Hideyuki Kikuchi/Yoshitaka Amano,Digital Manga Publishing / Dark Horse,4.02
9781595820938,Vampire Hunter D Volume 04: Tale of the Dead Town,Hideyuki Kikuchi/Yoshitaka Amano,Digital Manga Publishing / Dark Horse,3.92
9781595821072,Vampire Hunter D Volume 07: Mysterious Journey to the North Sea - Part One,Hideyuki Kikuchi/Yoshitaka Amano,Digital Manga Publishing / Dark Horse,4.27
9781595820617,Coffin: The Art of Vampire Hunter D,Yoshitaka Amano,Dark Horse Books,4.58
9780451527929,Paradise Lost and Paradise Regained,John Milton/Christopher Ricks/Susanne Woods,Signet Classics,4.08
9780872207332,Paradise Lost,John Milton/Merritt Y. Hughes/David Scott Kastan,Hackett Publishing Company  Inc.,3.82
9780872201774,Leviathan,Thomas Hobbes/Edwin M. Curley,Hackett Publishing Company  Inc.,3.7
9781585670987,The Book of Leviathan,Peter Blegvad,Harry N. Abrams,4.16
9780140447606,Democracy in America,Alexis de Tocqueville/Isaac Kramnick/Gerald Bevan,Penguin Classics,4.02
9780226805368,Democracy in America,Alexis de Tocqueville/Harvey Mansfield/Delba Winthrop,University of Chicago Press,4.02
9781550821086,Magic Carpet Ride: The Autobiography of John Kay and Steppenwolf,John     Kay/John Einarson,Quarry Press,4.1
9781570715839,Steppenwolf Theatre Company : Twenty-Five Years of an Actor's Theater,Victor Skrebneski,Sourcebooks,4.25
9780312278496,The Glass Bead Game,Hermann Hesse/Richard Winston/Clara Winston/Theodore Ziolkowski,Picador,4.11
9780812969900,The Sorrows of Young Werther,Johann Wolfgang von Goethe/Burton Pike/Edla Valdna,Modern Library,3.67
9780451529626,The Sorrows of Young Werther and Selected Writings,Johann Wolfgang von Goethe/Catherine Hutter/Marcelle Clements,Signet Classics,3.8
9781595690456,The Sorrows of Young Werther,Johann Wolfgang von Goethe/Nathan Haskell Dole/Thomas Carlyle/R. Dillon Boylan,MONDIAL,3.67
9780575073432,The Dream Master,Roger Zelazny,Gollancz,3.64
9780380789115,The Queen's Necklace,Teresa Edgerton,Harper Voyager,3.61
9780441294275,Goblin Moon (The Goblin Moon Duology #1),Teresa Edgerton,Ace,3.79
9780441909117,The Work of the Sun (The Green Lion Trilogy #3),Teresa Edgerton,Ace,4.0
9780441092758,The Castle of  the Silver Wheel,Teresa Edgerton,Ace,3.94
9780517604465,China and Japan (Myths and Legends),Donald A. Mackenzie,Crescent,3.52
9781400040308,A Madman Dreams of Turing Machines,Janna Levin,Alfred A. Knopf,3.68
9781840462500,Turing and the Universal Machine: The Making of the Modern Computer,Jon Agar/Jon Turney,Totem Books,3.33
9780804721288,Ad Infinitum... The Ghost in Turing's Machine: Taking God Out of Mathematics and Putting the Body Back In. An Essay in Corporeal Semiotics,Brian Rotman,Stanford University Press,4.06
9781599869506,Heart of Darkness,Joseph Conrad,Filiquarian Publishing  LLC.,3.42
9780441012374,Rocket Ship Galileo (Heinlein's Juveniles  #1),Robert A. Heinlein,Ace,3.71
9781416505518,Tunnel in the Sky (Heinlein's Juveniles  #9),Robert A. Heinlein,Pocket Books,3.94
9780441094998,The Cat Who Walks Through Walls (The World As Myth),Robert A. Heinlein,Ace Books,3.7
9780312875572,The Fantasies of Robert A. Heinlein,Robert A. Heinlein,Tor Books,3.9
9781416505525,Citizen of the Galaxy,Robert A. Heinlein,Pocket Books: Gallery Books,3.99
9780340837948,The Moon is a Harsh Mistress,Robert A. Heinlein,Hodder & Stoughton,4.17
9780395957998,Roverandom,J.R.R. Tolkien/Wayne G. Hammond/Christina Scull,Houghton Mifflin Harcourt,3.87
9780060790592,The Mysteries of Pittsburgh,Michael Chabon,Harper Perennial,3.64
9780786816156,Summerland,Michael Chabon,Miramax,3.55
9780007149827,The Yiddish Policemen's Union,Michael Chabon,HarperCollins,3.71
9780091895815,The Toy Maker: The Life and Times of Inventor Frank Hornby,Anthony Mcreavy,Ebury Press,3.0
9781400076819,The Disappointment Artist,Jonathan Lethem,Vintage,3.63
9780156032483,The Wall of the Sky  the Wall of the Eye,Jonathan Lethem,Mariner Books,3.67
9780385512183,You Don't Love Me Yet,Jonathan Lethem,Doubleday Books,2.81
9780156028974,Gun  With Occasional Music,Jonathan Lethem,Mariner Books,3.77
9780375700125,As She Climbed Across the Table,Jonathan Lethem,Vintage,3.67
9780671870744,Living With the Passive-Aggressive Man,Scott Wetzler,Touchstone,4.03
9780738543390,Cypress Gardens (Images of America: Florida),Mary M. Flekke/Sarah E. MacDonald/Randall M. MacDonald,Arcadia Publishing (SC),3.0
9780743270205,The Organized Student: Teaching Children the Skills for Success in School and Beyond,Donna Goldberg/Jennifer Zwiebel,Touchstone,3.82
9780553381535,Beach Music,Pat Conroy,Dial Press,4.15
9783404128013,Der Gesang Des Meeres. Beach Music,Pat Conroy,Lübbe,4.15
9780553381542,The Prince of Tides,Pat Conroy,Dial Press Trade Paperback,4.24
9780440243250,Blessings,Belva Plain,Dell,3.91
9780517293638,Seven Complete Perry Mason Novels - The Case Of: The Foot-Loose Doll / The Glamorous Ghost / The Long-Legged Models / The Lucky Loser  The Screaming Woman / The Terrified Typist / The Waylaid Wolf,Erle Stanley Gardner,Random House Value Publishing,4.01
9780345437860,The Case of the Glamorous Ghost (Perry Mason),Erle Stanley Gardner,Fawcett Books,3.89
9780345371478,The Case of the Half-Wakened Wife,Erle Stanley Gardner,Fawcett,3.88
9780060581060,I Dreamed I Married Perry Mason (A Cece Caruso Mystery  #1),Susan Kandel,Avon,3.47
9780345914835,The Case of the Terrified Typist (Perry Mason #49),Erle Stanley Gardner,Ballantine Books,3.75
9780345437839,The Case of the Curious Bride (Perry Mason Mystery),Erle Stanley Gardner,Fawcett,3.87
9780060515225,Fragile Things: Short Fictions and Wonders,Neil Gaiman,William Morrow,4.0
9781933368368,The Good Fairies of New York,Martin Millar/Neil Gaiman,Soft Skull Press,3.51
9780380789023,Smoke and Mirrors: Short Fiction and Illusions,Neil Gaiman,Avon Books,4.04
9781852864989,Death: The High Cost of Living,Neil Gaiman/Chris Bachalo/Mark Buckingham/Tori Amos,Titan Books,4.19
9780061142024,Stardust,Neil Gaiman,Harper Perennial,4.08
9781593076672,The Facts in the Case of the Departure of Miss Finch,Neil Gaiman/Michael Zulli,Dark Horse Books,3.54
9780375725500,The Diagnosis,Alan Lightman,Vintage,2.86
9780060936501,The Best American Science Writing 2002,Matt Ridley/Jesse Cohen/Alan Lightman/Joseph D'Agnese,Harper Perennial,3.85
9780385023511,The Complete Poetry,John Milton/John T. Shawcross,Anchor,4.06
9780872206786,The Complete Poems and Major Prose,John Milton/Merritt Y. Hughes,Hackett Publishing Company  Inc.,4.18
9780415940474,The Man and the Author: John Milton: Twentieth Century Perspectives,J. Martin Evans,Routledge,0.0
9780192804099,The Major Works,John Milton/Jonathan Goldberg/Stephen Orgel,Oxford University Press,4.24
9780816638635,Christopher and His Kind,Christopher Isherwood,Univ Of Minnesota Press,4.11
9780816639823,The Condor And The Cows: A South American Travel Diary,Christopher Isherwood/William Caskey/Jeffrey Meyers,Univ Of Minnesota Press,3.8
9780816638628,A Single Man,Christopher Isherwood,Univ Of Minnesota Press,4.1
9782010080876,Christopher et son monde  1929-1939,Christopher Isherwood,Hachette Littérature,4.11
9780020199854,The Love of the Last Tycoon,F. Scott Fitzgerald,Scribner,3.65
9781860465659,About This Life,Barry  Lopez,The Harvill Press,4.13
9780375727481,Arctic Dreams,Barry  Lopez,Vintage,4.21
9781400075126,Field Notes: The Grace Note of the Canyon Wren,Barry  Lopez,Vintage,4.13
9780679740995,The Rediscovery of North America,Barry  Lopez,Vintage,4.06
9780684844251,Deadly Feasts: Tracking the Secrets of a Terrifying New Plague,Richard Rhodes,Simon  Schuster,4.0
9780688149482,How to Write: Advice and Reflections,Richard Rhodes,William Morrow Paperbacks,3.87
9780375713934,John James Audubon,Richard Rhodes,Vintage,4.13
9780375708220,Masters of Death: The SS-Einsatzgruppen and the Invention of the Holocaust,Richard Rhodes,Vintage,4.05
9780700610389,A Hole in the World: An American Boyhood,Richard Rhodes,University Press of Kansas,3.9
9780811212472,The Crack-Up,F. Scott Fitzgerald/Edmund Wilson,New Directions Publishing Corporation,3.92
9780393959055,Walden & Resistance to Civil Government (Critical Edition),Owen  Thomas/William John Rossi/Henry David Thoreau/William Rossi,W.W. Norton & Company,3.95
9781883011956,Collected Essays and Poems,Henry David Thoreau/Elizabeth Hall Witherell,Library of America,4.22
9780140150315,The Portable Thoreau,Henry David Thoreau/Carl Bode,Penguin Books,4.18
9781558964907,True Harvest: Readings From Henry David Thoreau For Every Day Of The Year,Henry David Thoreau/Barry M. Andrews,Skinner House Books,4.75
9781420925227,Civil Disobedience and Other Essays,Henry David Thoreau,Digireads.com,4.06
9780691096124,Walden,Henry David Thoreau,Princeton University Press,3.79
9780873388245,Interrupted Music: The Making of Tolkien's Mythology,Verlyn Flieger,Kent State University Press,4.21
9781593600112,The Tolkien Fan's Medieval Reader,David E. Smith,Cold Spring Press,3.58
9780727891600,Touchy and Feely (Sissy Sawyer  #1),Graham Masterton,Severn House Publishers,3.37
9780843946338,Prey,Graham Masterton,Leisure Books,3.83
9780727859624,Hidden World,Graham Masterton,Severn House Publishers,3.47
9780843947465,The House That Jack Built,Graham Masterton,Leisure Books,3.88
9780395809990,The Riverside Milton,John Milton/Roy C. Flannagan,Cengage Learning,4.26
9781405151412,How to Read a Poem,Terry Eagleton,Wiley-Blackwell,3.73
9780312316136,The Gatekeeper: A Memoir,Terry Eagleton,St. Martin's Griffin,3.78
9780631163022,The Ideology of the Aesthetic,Terry Eagleton,Basil Blackwell (Cambridge  MA/Oxford),4.11
9780415285841,Marxism and Literary Criticism,Terry Eagleton,Routledge,3.89
9780449004838,Children of God (The Sparrow  #2),Mary Doria Russell,Ballantine Books,4.06
9780312940669,When the Lion Feeds (Courtney  #1),Wilbur Smith,St. Martin's Paperbacks,4.19
9780312317119,Birds of Prey (Courtney #9),Wilbur Smith,St. Martin's Griffin,4.19
9780887082436,Alberic the Wise,Norton Juster/Leonard Baskin,Picture Book Studio Ltd,3.73
9780786809141,The Hello  Goodbye Window,Norton Juster/Chris Raschka,Little  Brown Books for Young Readers,3.87
9780394733524,The Dot and the Line: A Romance in Lower Mathematics,Norton Juster,Random House,4.34
9782013218474,Le Royaume fantôme,Norton Juster,Hachette Jeunesse,4.21
9781416532811,1632,Eric Flint,Baen Books,4.04
9781855325524,Lützen 1632 : climax of the Thirty Years war,Richard Brzezinski/Graham Turner,Osprey Publishing,3.56
9780785100492,Marvels,Kurt Busiek/Alex Ross,Marvel Comics,4.22
9780785113881,Marvels,Kurt Busiek/Alex Ross,Marvel Comics Group,4.22
9781401212636,Superman: Back in Action,Kurt Busiek/Fabian Nicieiza/Len Wein/Gerry Conway/Pete Woods/José Luis García-López,DC Comics,3.21
9780785124979,Spider-Man: Saga of the Sandman,Stan Lee/Roy Thomas/Tom DeFalco/Kurt Busiek/Steve Ditko/Jack Kirby/Herb Trimpe/Ross Andru,Marvel,3.43
9781401209544,Superman: Up  Up  and Away!,Kurt Busiek/Geoff Johns/Pete Woods/Renato Guedes,DC Comics,3.94
9781563893308,Kingdom Come,Mark Waid/Alex Ross/Elliot S. Maggin,DC Comics,4.25
9780785117759,Fantastic Four  Volume 2,Mark Waid/Mike Wieringo/Howard Porter,Marvel Comics Group,3.92
9781563896231,The Flash: Dead Heat,Mark Waid/Oscar Jimenez/Humberto Ramos/José Marzán Jr./Wayne Faucher,DC Comics,3.93
9780785120117,Fantastic Four  Volume 3,Mark Waid/Mike Wieringo,Marvel Comics Group,3.95
9781563894473,Underworld Unleashed,Mark Waid/Scott Peterson/Howard Porter/Dennis Janke/Phil Jimenez/J.H. Williams III/John Stokes/Mick Gray/Dan           Green,DC Comics,3.12
9780785115366,Fantastic Four  Vol 5: Disassembled,Mark Waid/Paco Medina,Marvel Comics Group,3.28
9781595140609,Devilish,Maureen Johnson,Razorbill,3.46
9780345487629,The Devilish Pleasures of a Duke (Boscastle  #6),Jillian Hunter,Ballantine Books,3.99
9780821758267,A Devilish Dilemma,Judith A. Lansdowne,Zebra,4.02
9780670061181,Paranoid Park,Blake Nelson,Viking Books,3.63
9780141012254,Notes on a Scandal,Zoë Heller,Penguin,3.71
9780060541439,13 Little Blue Envelopes (Little Blue Envelope  #1),Maureen Johnson,HarperCollins Publishers,3.64
9780553379655,My Ishmael (Ishmael  #3),Daniel Quinn,Bantam,4.07
9780671743550,Ishmael (Star Trek: The Original Series  #23),Barbara Hambly,Pocket Books,3.93
9782879291482,Mumbo Jumbo,Ishmael Reed/Gérard H. Durand,Éditions de L'Olivier,3.82
9780192805980,Flatland,Edwin A. Abbott/Rosemary Jann,Oxford University Press,3.82
9781903985175,Flatland,Edwin A. Abbott/Ian Stewart,Basic Books,3.82
9781406503432,Flatland: A Romance of Many Dimensions,Edwin A. Abbott,Dodo Press,3.82
9781419120022,Flatland: A Romance of Many Dimensions,Edwin A. Abbott,Kessinger Publishing,3.82
9780330393775,Flatterland,Ian Stewart,Pan Publishing,3.71
9780321209184,American Government: Continuity and Change,Karen  O'Connor/Larry J. Sabato,Longman Publishing Group,2.83
9780321276230,Essentials of American Government: Continuity and Change,Karen  O'Connor/Larry J. Sabato,Longman Publishing Group,3.5
9780321365606,American Government: Continuity and Change  Texas Edition,Karen  O'Connor/Larry J. Sabato,Longman Publishing Group,2.83
9780425182383,Stardust of Yesterday (de Piaget  #9; de Paiget/MacLeod  #1),Lynn Kurland,Berkley Publishing,4.09
9780789313508,Moonage Daydream: The Life & Times of Ziggy Stardust,David Bowie/Mick Rock,Universe,4.3
9780743457620,From Sawdust to Stardust: The Biography of DeForest Kelley,Terry Lee Rioux,Gallery Books,4.08
9781400052936,The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide  #1),Douglas Adams,Crown Publishing Group (NY),4.22
9780061139376,Coraline,Neil Gaiman/Dave McKean,William Morrow Paperbacks,4.06
9780375812934,Jurassic Park Institute Dinosaur Field Guide,Michael K. Brett-Surman/Thomas R. Holtz Jr./Bob Walters,Random House Children's Books,4.15
9780285633148,Lost World of Agharti: The Mystery of Vril Power,Alec MacLellan,Souvenir Press,3.84
9780306804151,I Am the Blues: The Willie Dixon Story,Willie Dixon/Don Snowden,Da Capo Press,4.02
9781400032952,Isaac Newton,James Gleick,Vintage,3.84
9780130235015,Things Fall Apart: An Adapted Classic,Chinua Achebe,Globe,3.66
9780394700021,The Stranger,Albert Camus/Stuart Gilbert,Vintage,3.98
9780822215028,Having Our Say: The Delany Sisters' First 100 Years,Emily Mann/Sarah L. Delany/A. Elizabeth Delany/Amy Hill Hearth,Dramatists Play Service,4.02
9781883398293,Retrospective  1964-1984,H.R. Giger/Kathi Christen/Adrienne Theimer/Ernst  Fuchs,Morpheus International,4.35
9780860688662,Handmaid's Tale,Margaret Atwood,Virago Press Ltd,4.11
9780374529529,One Day in the Life of Ivan Denisovich,Aleksandr Solzhenitsyn/H.T. Willetts,Farrar  Straus and Giroux,3.95
9780691102962,The Two-Mile Time Machine: Ice Cores  Abrupt Climate Change  and Our Future,Richard B. Alley,Princeton University Press,3.98
9781883011529,Collected Essays: Notes of a Native Son / Nobody Knows My Name / The Fire Next Time / No Name in the Street / The Devil Finds Work / Other Essays,James Baldwin/Toni Morrison,Library of America (NY),4.61
9780385509848,Love and Louis XIV: The Women in the Life of the Sun King,Antonia Fraser,Nan A. Talese,3.9
9781583485095,My Ántonia (Great Plains Trilogy  #3),Willa Cather,New Millennium Library,3.79
9780385489492,Marie Antoinette: The Journey,Antonia Fraser,Anchor,3.93
9780743487696,My Antonia (Great Plains trilogy #3),Willa Cather/Alyssa  Harad,Pocket Books,3.79
9780060846879,The Bush Agenda: Invading the World  One Economy at a Time,Antonia Juhasz,William Morrow,4.05
9780307277749,Marie Antoinette: The Journey,Antonia Fraser,Anchor Books,3.93
9780393090185,Don Quixote: The Ormsby Translation  Revised  Backgrounds and Sources  Criticism,Miguel de Cervantes Saavedra/John Ormsby,W. W. Norton & Company,3.87
9781593083328,A Tale of Two Cities,Charles Dickens/Gillen D'Arcy Wood,Barnes  Noble Classics,3.84
9780312421854,A Yellow Raft in Blue Water,Michael Dorris,Picador USA,3.86
9780679600176,The Sound and the Fury,William Faulkner,Modern Library,3.86
9780393964813,The Sound and the Fury: An Authoritative Text  Backgrounds and Contexts  Criticism,William Faulkner/David Minter/Noel Polk/Ben Wasson/C. Vann Woodward/Robert Penn Warren/Richard H. King/Jean-Paul Sartre/Irving Howe/Ralph Ellison,W. W. Norton & Company,3.86
9780739325353,The Sound and the Fury,William Faulkner/Grover Gardner,Random House Audio,3.86
9780822012191,CliffsNotes on Faulkner's The Sound and the Fury (Cliffs Notes),James Lamar Roberts/William Faulkner/CliffsNotes,Cliffs Notes,3.74
9780451528520,The Invisible Man,H.G. Wells,Signet Classics,3.64
9780812504675,The Invisible Man,H.G. Wells,Aerie,3.64
9780679723134,Invisible Man,Ralph Ellison,Vintage,3.86
9780141439983,The Invisible Man,H.G. Wells/Christopher Priest,Penguin Classics,3.64
9780399132674,To Sail Beyond the Sunset,Robert A. Heinlein,G.P. Putnam's Sons,3.87
9780399154096,The Friday Night Knitting Club (Friday Night Knitting Club  #1),Kate Jacobs,G.P. Putnam's Sons,3.42
9780439700887,Lady Friday (The Keys to the Kingdom  #5),Garth Nix,Scholastic,3.92
9780345414007,Friday,Robert A. Heinlein,Del Rey,3.84
9780441783588,Starship Troopers,Robert A. Heinlein,Ace Book,4.01
9780441014101,Starship Troopers,Robert A. Heinlein,Ace,4.01
9781568654300,Starship Troopers,Robert A. Heinlein,Ace/SFBC,4.01
9781890995522,The Diamond Color Meditation: Color Pathway to the Soul,John  Diamond,Square One Publishers,5.0
9782207252642,Zodiac,Neal Stephenson/Jean-Pierre Pugi,Denoël,3.72
9780786809301,Sirens and Sea Monsters (Tales from the Odyssey #3),Mary Pope Osborne/Homer/Troy Howell,Disney-Hyperion,4.04
9781419542206,The Scarlet Letter,Nathaniel Hawthorne,Kaplan,3.4
9780744586534,Dracula,Bram Stoker/Jan Needle/Gary Blythe,Walker Books Ltd,3.99
9780743477369,Dracula,Bram Stoker/Joseph Valente,Pocket Books,3.99
9780786180400,Dracula,Bram Stoker/Robert Whitfield,Blackstone Audiobooks,3.99
9780800809638,The Bram Stoker Bedside Companion: 10 Stories by the Author of Dracula,Bram Stoker/Charles Osborne,Taplinger Publ. Company,3.44
9780393970128,Dracula,Bram Stoker/Nina Auerbach/David J. Skal,Norton,3.99
9780743482790,Macbeth,William Shakespeare/Paul Werstine/Barbara A. Mowat,Simon  Schuster,3.9
9781586638467,Macbeth (No Fear Shakespeare),William Shakespeare/SparkNotes/John Crowther,SparkNotes,3.9
9780892967896,Death of a Dreamer (Hamish Macbeth  #22),M.C. Beaton,Mysterious Press,3.83
9780142437339,The Crucible,Arthur  Miller/Christopher Bigsby,Penguin Books,3.58
9780375706363,Crucible of War: The Seven Years' War and the Fate of Empire in British North America  1754 - 1766,Fred Anderson,Vintage,4.16
9780743491693,Spock: The Fire and the Rose (Star Trek: Crucible  #2),David R. George III,Pocket Books,3.96
9780743491686,McCoy: The Provenance Of Shadows (Star Trek: Crucible  #1),David R. George III,Pocket Books,4.14
9780743491709,Kirk: The Star to Every Wandering (Star Trek: Crucible  #3),David R. George III,Star Trek,3.69
9780521447713,Mr Tompkins in Paperback (Canto),George Gamow/Roger Penrose,Cambridge University Press,4.19
9780486248950,Thirty Years that Shook Physics: The Story of Quantum Theory,George Gamow,Dover Publications,4.19
9790007672386,The Great Divorce,C.S. Lewis,HarperCollins,4.28
9780465091249,The Metaphysics of Star Trek,Richard Hanley,Basic Books,3.82
9780465099009,The Very Best of the Feynman Lectures,Richard P. Feynman,Basic Books,4.18
9780738209258,The Feynman Lectures on Physics Vols 3-4,Richard P. Feynman,Basic Books,4.71
9780738209272,The Feynman Lectures on Physics Vols 7-8,Richard P. Feynman,Basic Books,4.8
9780738202839,The Feynman Lectures on Physics Vols 5-6,Richard P. Feynman,Basic Books,4.59
9780805390490,The Feynman Lectures on Physics Vol 3,Richard P. Feynman/Robert B. Leighton/Matthew L. Sands,Addison Wesley Publishing Company,4.63
9780786849734,Galactic Goodnight (Disney's Little Einsteins),Susan Ring/Kirk Albert Etienne,Disney Press,4.42
9780393011838,What Einstein Told His Cook: Kitchen Science Explained,Robert L. Wolke/Marlene Parrish,W. W. Norton  Company,3.86
9780786855391,Mission: Where's June? (Disney's Little Einstein),Susan Ring/Kirk Albert Etienne/Kirk Etienne Albert/Michael James Luzzi,Disney Press,4.5
9780786808380,Babies (Baby Einstein),Julie Aigner-Clark,Disney Press,4.0
9780786855384,Butterfly Suits (Disney's Little Einsteins),Marcy Kelman/Nadeem Zaidi/Andy Mastrocinque,Disney Press,3.68
9780786849710,Birthday Machine (Disney's Little Einsteins Early Reader),Susan Ring/Anna Okabe,Disney Press,4.29
9780786855377,Music of the Meadow (Little Einsteins Early Reader),Susan Ring/Kelly Preston/Katie Nix,Disney Press,3.7
9780807615324,1912 Manuscript on the Special Theory of Relativity,Albert Einstein/Hanoch Gutfreund,George Braziller Inc.,4.41
9781581345278,Piercing the Darkness (Darkness  #2),Frank E. Peretti,Crossway Books,4.32
9781581345285,This Present Darkness (Darkness  #1),Frank E. Peretti,Crossway Books,4.22
9781595540454,The Oath,Frank E. Peretti,Thomas Nelson,4.07
9781416520863,Oath of Swords (War God  #1),David Weber,Baen,4.01
9780671697983,Oath of Gold (The Deed of Paksenarrion  #3),Elizabeth Moon,Baen,4.27
9780451207647,The Oath (Dismas Hardy  #8),John Lescroart,Signet,4.02
9781416508953,Wind Rider's Oath (War God  #3),David Weber,Baen,4.02
9780375703973,A Visitation of Spirits,Randall Kenan,Vintage,3.76
9780975262207,Open My Eyes  Lord: A Practical Guide to Angelic Visitations and Heavenly Experiences,Gary Oates/Robert Paul Lamb/Randy Clark,Open Heaven Publications,4.31
9780061208492,The Complete C.S. Lewis Signature Classics,C.S. Lewis,HarperOne,4.61
9780060819224,The Collected Letters of C.S. Lewis  Volume 3: Narnia  Cambridge  and Joy  1950 - 1963,C.S. Lewis/Walter Hooper,HarperOne,4.47
9780786198382,Till We Have Faces: A Myth Retold,C.S. Lewis/Nadia May,Blackstone Publishing,4.19
9780345409461,The Demon-Haunted World: Science as a Candle in the Dark,Carl Sagan/Ann Druyan,Ballantine Books,4.27
9780553077728,Stephen Hawking's a Brief History of Time: A Reader's Companion,Stephen Hawking/Gene  Stone,Bantam Books,4.08
9780593040591,The Illustrated A Brief History of Time,Stephen Hawking,Bantam,4.17
9788484326373,Brevísima historia del tiempo,Stephen Hawking/Leonard Mlodinow/David Jou i Mirabent,Critica (Grijalbo Mondadori),4.22
9780521831437,A First Course in String Theory,Barton Zwiebach,Cambridge University Press,4.16
9780393312768,Black Holes & Time Warps: Einstein's Outrageous Legacy,Kip S. Thorne/Stephen Hawking/Frederick Seitz,W. W. Norton  Company,4.18
9780099173311,Surely You're Joking  Mr. Feynman!,Richard P. Feynman,Vintage,4.28
9780786177288,Surely You're Joking  Mr. Feynman!: Adventures of a Curious Character,Richard P. Feynman/Raymond Todd,Blackstone Audiobooks,4.28
9780465023943,The Meaning of It All: Thoughts of a Citizen-Scientist,Richard P. Feynman,Basic Books,4.05
9781591855101,Amor Y Respeto/love And Respect: El Respeto Que El Desesperadamente Necesita/ The Love She Most Desires And The Respect He Desperately Needs,Emerson Eggerichs,Casa Creacion,4.18
9780130669971,Chemistry: The Central Science,Theodore L. Brown/H. Eugene LeMay Jr./Bruce E. Bursten,Prentice Hall,3.88
9780486651910,Introduction to Linear Algebra and Differential Equations,John W. Dettman,Dover Publications,3.5
9780132431064,Physics for Scientists and Engineers,Douglas C. Giancoli,Prentice Hall,4.01
9780130352996,Physics: for Scientists and Engineers with Modern Physics,Paul M. Fishbane/Stephen Gasiorowicz/Stephen T. Thornton,Benjamin-Cummings Publishing Company,3.78
9781416927839,Misty of Chincoteague (Misty  #1),Marguerite Henry/Wesley Dennis,Aladdin,4.05
9781402714528,Black Beauty,Anna Sewell/Scott McKowen,Sterling,3.96
9780486292724,Black Beauty (Coloring Book),Anna Sewell/John         Green,Dover Publications,3.96
9780340796146,Five on a Treasure Island (Famous Five  #1),Enid Blyton,Hodder,4.09
9780340917541,The Secret Seven (The Secret Seven  #1),Enid Blyton,Hodder,3.87
9780330244770,The Circus of Adventure,Enid Blyton,Pan,4.11
